DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2020-0190-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Illinois, Iowa, Wisconsin, Michigan, Indiana, Ohio, Kentucky, Arkansas, Tennessee, Missouri",,Hail,No,No,No,,,Kph,,,,2020,4,6,2020,4,9,,,,,,,,2200000,2590088,2900000,3414207,84.93919813,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2020-05-12,2024-04-18
2020-0191-CAN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CAN,Canada,Northern America,Americas,Alberta,Rising temperatures and subsequent ice jamming,,No,No,No,,,Km2,,,"Athabasca, Clearwater Rivers",2020,4,26,2020,4,30,1,,12936,,12936,,,,,1300000,1530507,84.93919813,"[{""adm1_code"":825,""adm1_name"":""Alberta""}]",2020-05-12,2024-04-18
2020-0212-USA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,USA,United States of America,Northern America,Americas,"Midland Country, Edenville, Sanford (Central Michigan State)",Heavy rains,Broken Dam/Burst bank,No,No,Yes,,,Km2,,,,2020,5,17,2020,5,20,1,,10000,,10000,,,,,2100000,2472357,84.93919813,"[{""adm2_code"":29964,""adm2_name"":""Midland""}]",2020-05-27,2024-04-18
2020-0219-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Cristobal',USA,United States of America,Northern America,Americas,"errebonne, Plaquemines, Lafourche Parishes (Louisiana)",,,No,No,Yes,,85,Kph,,,,2020,6,7,2020,6,7,1,,,,,,,,,325000,382627,84.93919813,"[{""adm2_code"":29820,""adm2_name"":""Lafourche""},{""adm2_code"":29828,""adm2_name"":""Plaquemines""},{""adm2_code"":29845,""adm2_name"":""Terrebonne""}]",2020-06-08,2024-04-18
2020-0238-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,USA,United States of America,Northern America,Americas,"Oklahoma, Missouri, Arkansas, Tennessee; Kansas, South Carolina",,Hail,No,No,No,,130,Kph,,,,2020,5,2,2020,5,3,2,,,,,,,500000,588656,850000,1000716,84.93919813,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3256,""adm1_name"":""Tennessee""}]",2020-06-10,2023-09-25
2020-0266-CAN,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,CAN,Canada,Northern America,Americas,Calgary (Alberta),,Hail,No,No,No,,,Kph,,,,2020,6,13,2020,6,14,,,60000,,60000,,,900000,1059581,1200000,1412775,84.93919813,"[{""adm2_code"":12525,""adm2_name"":""Division No.  6""}]",2020-06-19,2023-09-25
2020-0312-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Isaias',USA,United States of America,Northern America,Americas,"North Carolina, South Carolina, New York, Maryland, Delaware, New Jersey, Connecticut, Florida, Virginia, Pennsylvania, New Hampshire",,,No,No,No,,,Kph,,,,2020,7,31,2020,8,2,16,,,,,,,,,4800000,5651101,84.93919813,"[{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3221,""adm1_name"":""Delaware""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3243,""adm1_name"":""New Hampshire""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2020-08-12,2023-09-25
2020-0316-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Hanna',USA,United States of America,Northern America,Americas,Texas,,Flood,No,No,No,,150,Kph,,,,2020,7,25,2020,7,25,,,,,,,,,,1100000,1295044,84.93919813,"[{""adm1_code"":3257,""adm1_name"":""Texas""}]",2020-08-10,2023-09-25
2020-0376-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Laura',USA,United States of America,Northern America,Americas,"Louisiana, Texas, Arkansas, Mississippi",,Industrial accidents,No,No,No,,240,Kph,,,,2020,8,27,2020,8,28,33,,6500,,6500,,,10000000,11773127,13000000,15305066,84.93919813,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2020-08-28,2023-09-25
2020-0412-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Delta',USA,United States of America,Northern America,Americas,"Louisiana, Texas, Mississippi, Georgia, North and South Carolina",,Flood,No,No,No,,195,Kph,,,,2020,10,7,2020,10,11,4,,9400,,9400,,,,,2900000,3414207,84.93919813,"[{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2020-10-13,2023-09-25
2020-0438-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Sally',USA,United States of America,Northern America,Americas,"Alabama, Florida",,Flood,No,No,Yes,,165,Kph,,,,2020,9,11,2020,9,18,8,,,,,,,3500000,4120595,6300000,7417070,84.93919813,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3223,""adm1_name"":""Florida""}]",2020-10-15,2023-09-25
2020-0441-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,August Complex fire,USA,United States of America,Northern America,Americas,"Californie, Washington, Oregon, Colorado",,,No,No,No,,,Km2,,,,2020,8,16,2020,10,1,32,,,,,,,7500000,8829846,11000000,12950440,84.93919813,"[{""adm1_code"":3218,""adm1_name"":""California""},{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3251,""adm1_name"":""Oregon""},{""adm1_code"":3261,""adm1_name"":""Washington""}]",2020-10-15,2023-09-25
2020-0474-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2020-000218,Hurricane 'Eta',USA,United States of America,Northern America,Americas,"Florida, North Carolina, Virginia",,Flood|Surge,No,No,No,,100,Kph,,,,2020,11,8,2020,11,12,12,,,,,,,,,1500000,1765969,84.93919813,"[{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2020-12-10,2023-09-25
2020-0483-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Zeta',USA,United States of America,Northern America,Americas,"Louisiana, Mississippi, Alabama, northern Georgia, south and North Carolinas",,Surge,No,No,No,,175,Kph,,,,2020,10,24,2020,10,30,6,,,,,,,,,3500000,4120595,84.93919813,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3254,""adm1_name"":""South Carolina""}]",2020-11-20,2023-09-25
2020-0538-USA,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,USA,United States of America,Northern America,Americas,"Illinois, Wisconsin, North Carolina, Virginia, Maryland",,Flood|Hail,No,No,No,,110,Kph,,,,2020,11,10,2020,11,10,11,,,,,,,,,350000,412059,84.93919813,"[{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2020-12-10,2023-09-25
2020-0580-USA,No,nat-met-sto-der,Natural,Meteorological,Storm,Derecho,,,USA,United States of America,Northern America,Americas,"Iowa, Illinois, Minnesota, Indiana and Ohio",,,No,No,No,,,Kph,,,,2020,8,8,2020,8,12,4,,,,,,,5000000,5886564,6800000,8005727,84.93919813,"[{""adm1_code"":3221,""adm1_name"":""Delaware""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3248,""adm1_name"":""North Dakota""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm1_code"":3261,""adm1_name"":""Washington""},{""adm1_code"":3262,""adm1_name"":""West Virginia""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2021-01-07,2024-11-12
2020-0582-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,USA,United States of America,Northern America,Americas,"Missouri, Oklahoma, Texas, Illinois, Indiana, Ohio, Arkansas, Kentucky, Tennessee, West Virginia, Pennnsylvania",,,No,No,No,,,Kph,,,,2020,3,27,2020,3,28,,,,,,,,2200000,2590088,2900000,3414207,84.93919813,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3262,""adm1_name"":""West Virginia""}]",2021-01-13,2023-09-25
2020-0583-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,USA,United States of America,Northern America,Americas,"Oklahoma, Arkansas, Indiana, Tennessee, Alabama, Georgia, Florida, South Carolina, Texas, Illinois, North Carolina",,Hail|Lightening,No,No,No,,,Kph,,,,2020,5,20,2020,5,23,2,,,,,,,,,1600000,1883700,84.93919813,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2021-01-13,2023-09-25
2020-0584-USA,No,nat-met-sto-hai,Natural,Meteorological,Storm,Hail,,,USA,United States of America,Northern America,Americas,South Texas,,,No,No,No,,,Kph,,,,2020,5,27,2020,5,27,,,,,,,,,,1400000,1648238,84.93919813,"[{""adm1_code"":3257,""adm1_name"":""Texas""}]",2021-01-13,2023-09-25
2020-9585-USA,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,USA,United States of America,Northern America,Americas,West and central states,,Heat wave,No,No,No,,,Km2,,,,2020,1,,2020,12,,45,,,,,,,,,4500000,5297907,84.93919813,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3215,""adm1_name"":""Alaska""},{""adm1_code"":3216,""adm1_name"":""Arizona""},{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3218,""adm1_name"":""California""},{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3225,""adm1_name"":""Hawaii""},{""adm1_code"":3226,""adm1_name"":""Idaho""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3240,""adm1_name"":""Montana""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3242,""adm1_name"":""Nevada""},{""adm1_code"":3245,""adm1_name"":""New Mexico""},{""adm1_code"":3248,""adm1_name"":""North Dakota""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3251,""adm1_name"":""Oregon""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3258,""adm1_name"":""Utah""},{""adm1_code"":3261,""adm1_name"":""Washington""},{""adm1_code"":3262,""adm1_name"":""West Virginia""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""},{""adm1_code"":3264,""adm1_name"":""Wyoming""}]",2021-01-13,2023-09-25
2021-0011-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,USA,United States of America,Northern America,Americas,Oregon and Washington States,,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2021,1,13,2021,1,15,3,,,,,,,,,675000,759028,88.92949348,"[{""adm1_code"":3251,""adm1_name"":""Oregon""},{""adm1_code"":3261,""adm1_name"":""Washington""}]",2021-01-19,2023-09-25
2021-0037-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,Jefferson county (Alabama),,Flood|Snow/ice,No,No,No,,,Kph,,,,2021,1,24,2021,1,27,1,30,,,30,,,,,120000,134938,88.92949348,"[{""adm2_code"":28727,""adm2_name"":""Jefferson""}]",2021-01-27,2023-09-25
2021-0043-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,USA,United States of America,Northern America,Americas,"San Mateo, Santa Cruz and Monterey Counties (California)",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2021,1,24,2021,1,29,2,,75,,75,,,,,1100000,1236935,88.92949348,"[{""adm2_code"":28891,""adm2_name"":""Monterey""},{""adm2_code"":28905,""adm2_name"":""San Mateo""},{""adm2_code"":28908,""adm2_name"":""Santa Cruz""}]",2021-01-28,2023-09-25
2021-0059-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"New York, New Jersey, Pennsylvania, Virginia, Maine, Washington, Boston (Suffolk, Massachusetts)",,,No,No,Yes,,,Kph,,,,2021,1,30,2021,2,2,4,,,,,,,,,100000,112449,88.92949348,"[{""adm1_code"":3233,""adm1_name"":""Maine""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm1_code"":3261,""adm1_name"":""Washington""},{""adm2_code"":29907,""adm2_name"":""Suffolk""}]",2021-02-05,2023-09-25
2021-0096-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"North Carolina, Oklahoma, Arkansas, Missouri, Illinois, Kentucky, Tennessee, Louisiana, Mississippi, Colorado, Oregon, Washington, Nebraska, Texas",Polar Vortex,Cold wave,No,No,No,,,Kph,,,,2021,2,10,2021,2,20,235,10,,,10,,,15000000,16867295,30000000,33734590,88.92949348,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3251,""adm1_name"":""Oregon""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3261,""adm1_name"":""Washington""}]",2021-02-23,2023-09-25
2021-0117-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,"Todd, Christian, Breathitt, Lee and Magoffin Counties (Kentucky); Tennessee, West Virginia, Arkansas, Ohio, and Maryland",Heavy rain and thunderstorm,"Slide (land, mud, snow, rock)",No,No,Yes,,,Km2,,,,2021,2,25,2021,3,1,1,1,50,,51,,,,,150000,168673,88.92949348,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3262,""adm1_name"":""West Virginia""},{""adm2_code"":29683,""adm2_name"":""Breathitt""},{""adm2_code"":29694,""adm2_name"":""Christian""},{""adm2_code"":29735,""adm2_name"":""Lee""},{""adm2_code"":29744,""adm2_name"":""Magoffin""},{""adm2_code"":29780,""adm2_name"":""Todd""}]",2021-03-02,2023-09-25
2021-0150-USA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,USA,United States of America,Northern America,Americas,"Hawai‘i, Maui, Kalawao, Kaua‘i, Honolulu (Oahu Island, Hawaii)",Heavy rains,,No,No,Yes,,,Km2,,,,2021,3,8,2021,3,10,1,,,,,,,,,50000,56224,88.92949348,"[{""adm2_code"":29224,""adm2_name"":""Hawaii""},{""adm2_code"":29225,""adm2_name"":""Honolulu""},{""adm2_code"":29226,""adm2_name"":""Kalawao""},{""adm2_code"":29227,""adm2_name"":""Kauai""},{""adm2_code"":29228,""adm2_name"":""Maui""}]",2021-03-16,2023-09-25
2021-0166-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Louisiana, Alabama,Mississippi",,,No,No,Yes,,,Kph,,,,2021,3,16,2021,3,18,,2,90,,92,,,,,500000,562243,88.92949348,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""}]",2021-03-22,2023-09-25
2021-0178-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Calhoun, Bibb, Jefferson, Shelby and Calhoun Counties (Alabama); Mississippi; Coweta and Fayette Counties (Georgia); Tennessee; Kentucky",,Flood,No,No,Yes,,,Kph,,,,2021,3,24,2021,3,26,6,,,,,,,,,1700000,1911627,88.92949348,"[{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm2_code"":28694,""adm2_name"":""Bibb""},{""adm2_code"":28698,""adm2_name"":""Calhoun""},{""adm2_code"":28719,""adm2_name"":""Fayette""},{""adm2_code"":28727,""adm2_name"":""Jefferson""},{""adm2_code"":28748,""adm2_name"":""Shelby""},{""adm2_code"":29102,""adm2_name"":""Coweta""}]",2021-04-08,2023-09-25
2021-0193-USA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,USA,United States of America,Northern America,Americas,"Davidson, Rutherford, Sullivan, Wilson counties; Nashville Metropolitan Region, Lower Mississippi and Tennessee Valley (Tennessee); Arkansas, Alabama, Georgia, Mississippi, South Carolina, North Carolina, Virginia, Pennsylvania, Maryland, New Jersey",Heavy rains,,No,No,No,,,Km2,,,,2021,3,27,2021,3,28,8,,,,,,,,,1300000,1461832,88.92949348,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm2_code"":31123,""adm2_name"":""Davidson""},{""adm2_code"":31179,""adm2_name"":""Rutherford""},{""adm2_code"":31186,""adm2_name"":""Sullivan""},{""adm2_code"":31199,""adm2_name"":""Wilson""}]",2021-04-12,2023-09-25
2021-0199-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,USA,United States of America,Northern America,Americas,"Louisiana, Florida, Mississippi, Alabama",,Hail,No,No,No,,,Kph,,,,2021,4,9,2021,4,11,3,7,,,7,,,,,945000,1062640,88.92949348,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""}]",2021-04-13,2023-09-25
2021-0211-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,USA,United States of America,Northern America,Americas,Southern Louisiana and the Gulf Coast,,Transport accident,No,No,No,,,Kph,,,,2021,4,13,2021,4,15,13,,,,,,,,,215000,241765,88.92949348,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2021-04-16,2023-09-25
2021-0250-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,USA,United States of America,Northern America,Americas,"Burnet, Williamson, Travis Counties (Texas)",,Hail,No,No,No,,,Kph,,,,2021,4,15,2021,4,16,,,,,,,,,,1500000,1686729,88.92949348,"[{""adm2_code"":31226,""adm2_name"":""Burnet""},{""adm2_code"":31426,""adm2_name"":""Travis""},{""adm2_code"":31445,""adm2_name"":""Williamson""}]",2021-05-17,2023-09-25
